名称,面积(㎡),小区,总价(万),单价(元/㎡)
精装修交付 回龙观高端改善盘 核心C位 三轨交汇 配套完善,142.89,紫金书院,935.0,65434.0
北五环外昌平霍营 紫金书院! 靓妆交房 人大fu中,110.39,紫金书院,680.0,61599.0
霍营南里三居室 园区中心 南北通透 4层 商,85.4,华龙苑南里,320.0,37470.0
旗胜家园西区 南北通透两居室 老业主靠谱签约 中间楼层,89.04,旗胜家园,400.0,44923.0
霍营 · 紫金新干线二区 · 2室 · 1厅,92.9,紫金新干线,575.0,61894.0
地铁房 紫金书院!110平三室 特价668起! 人大fu中,111.0,紫金书院,708.0,63783.0
南北通透紫金新干线3室2厅精装修,129.0,紫金新干线,605.0,46899.0
西三旗 · 新康园 · 3室 · 1厅,92.4,新康园,450.0,48701.0
地铁房 紫金书院!110平三室 特价668起! 人大fu中,111.0,紫金书院,708.0,63783.0
"北京二手房买卖,服务费1万一单,有需要做的朋友联系",105.62,紫金新干线,610.0,57754.0
正南旗胜家园2室1厅,89.0,旗胜家园,330.0,37078.0
霍营华龙苑南里3室1厅,102.64,华龙苑南里,410.0,39945.0
2室2厅紫金新干线二区,87.99,紫金新干线,550.0,62507.0
西三旗·新康园·2室·1厅,88.74,新康园,319.0,35947.0
西三旗新康园平层大三居 西南向 满五,150.19,新康园,615.0,40948.0
霍营 天鑫家园 精装修三居室 南北通透 近地铁 诚心出售,97.65,天鑫家园二期,320.0,32770.0
旗胜家园西区 南北通透两居室 老业主靠谱签约 中间楼层,89.04,旗胜家园,400.0,44923.0
"北京二手房买卖,服务费1万一单,有需要做的朋友联系",60.69,华龙苑南里,239.0,39380.0
"小区二手房买卖,服务费1万一单,有需要的朋友联系",56.37,黄平路8号院,245.0,43462.0
"壹万帮办理二手房一切买卖流程,专业办理,安全可靠,资金监管",87.37,新康园,355.0,40631.0
霍营 天鑫家园 精装修三居室 南北通透 近地铁 诚心出售,97.65,天鑫家园二期,320.0,32770.0
精装修交付 回龙观高端改善盘 核心C位 三轨交汇 配套完善,146.0,紫金书院,929.0,63630.0
D14 -3单元-201,142.89,紫金书院,929.97,65082.0
西三旗·瑞旗家园·2室·1厅,88.98,旗胜家园,335.0,37648.0
华龙苑北里 电梯近地铁洋房 商满五 价钱合适,79.59,华龙苑北里,272.0,34175.0
新康园 101平 343万 司法房产 回龙观,101.39,新康园,343.0,33829.0
海淀西三旗·瑞旗家园·新上东南两居室 中间楼层 位置好,82.86,旗胜家园,360.0,43446.0
新上 旗胜家园东南一居室 中间位置 中间楼层 诚意出售 !,62.84,旗胜家园,315.0,50127.0
"二手房买卖代办所有手续,收费一万,资金监管,安全靠谱",89.04,华龙苑南里,340.0,38185.0
TBD云集中心、电梯次新小区、民水民电、原户型是两居室可恢复,83.91,TBD云集中心,329.0,39208.0
霍营·华龙苑南里·2室·1厅,60.68,华龙苑南里,240.0,39551.0
"瑞旗家园精装修商品房 满五低税费,南北通透两居室",88.68,旗胜家园,302.0,34055.0
精装修交付 回龙观高端改善盘 核心C位 三轨交汇 配套完善,146.0,紫金书院,929.0,63630.0
天鑫家园 18号线地铁 东西三居 采光视野无遮挡,97.5,天鑫家园二期,288.0,29538.0
旗胜家园 89平2居 南北向精装修 安静不临街,89.0,旗胜家园,320.0,35955.0
新上 瑞旗家园南区 视野采光嘎嘎好 看房随时,89.43,旗胜家园,330.0,36900.0
霍营·霍营小区·3室·1厅,56.56,霍营住宅小区,258.0,45615.0
"霍营·华龙苑南里·2室·1厅,有钥匙随时看房",75.05,华龙苑南里,176.0,23451.0
霍营·华龙苑南里·2室·1厅,71.28,华龙苑南里,202.0,28338.0
我有额外折扣)回龙观 地铁旁 精装科技洋房 随时看房,111.0,紫金书院,630.0,56756.0
霍营·旺龙花园·2室·1厅中央空调,106.57,旺龙花园,308.0,28901.0
"8和13号线霍营站,2009年电梯板楼,三面采光,成本低",90.5,旗胜家园,450.0,49723.0
霍营·华龙苑南里·2室·1厅,75.05,华龙苑南里,220.0,29313.0
霍营·华龙苑中里·2室·1厅,56.36,华龙苑中里,219.0,38857.0
华龙苑北里 电梯房 中间层 不临街安静舒适,90.86,华龙苑北里,368.0,40501.0
霍营·华龙苑中里·2室·1厅,56.36,华龙苑中里,219.0,38857.0
"霍营·华龙苑中里·1室·1厅,精装修",45.78,华龙苑中里,158.0,34512.0
霍营·华龙苑 南北通透 满五,105.28,华龙苑南里,269.0,25550.0
霍营双地铁 旗胜家园南北通透两居室中间楼层 商品房,90.01,旗胜家园,343.0,38106.0
新上 西三旗 旗胜家园 全南两居室 商品房 靠谱签约,88.24,旗胜家园,285.0,32298.0
"霍营地铁750米,满五 ,无遮挡不临街视野好",75.05,华龙苑南里,176.0,23451.0
霍营·天鑫家园·2室·1厅,83.84,天鑫家园二期,252.0,30057.0
"紫金新干线,两居两卫,一梯两户,南北通透",96.49,紫金新干线,399.0,41351.0
霍营·霍营小区·2室·1厅,60.27,霍营住宅小区,245.0,40650.0
"地铁13号霍营8号线回龙观,精装准现房,6层板楼洋房,教育尤",146.0,紫金书院,899.0,61575.0
新康园南北通透三居 满五 167平仅545万,167.31,新康园,545.0,32574.0
西三旗·瑞旗家园·3室·1厅,88.46,旗胜家园,320.0,36174.0
TBD云集中心 · 2室 · 1厅有钥匙随时看、次新电梯小区,89.98,TBD云集中心,329.0,36563.0
昌平西三旗 新康园三期 南北3室2厅低层,167.31,新康园,545.0,32574.0
"1万可办理二手房一切买卖流程无其他费用,安全可靠,资金监管",73.98,新康园,319.0,43119.0
"霍营·华龙苑中里·1室·1厅,精装修",45.78,华龙苑中里,158.0,34512.0
霍营·天鑫家园·5室·2厅,181.89,天鑫家园二期,536.0,29468.0
"霍营·华龙苑南里·2室·1厅,有钥匙随时看房",75.05,华龙苑南里,176.0,23451.0
"瑞旗家园精装修商品房 满五低税费,南北通透两居室",88.68,旗胜家园,302.0,34055.0
"新上西三旗·瑞旗家园·南向两居室 看房便利,靠谱签约",89.2,旗胜家园,299.0,33520.0
华龙苑北里 电梯近地铁洋房 商满五 价钱合适,79.59,华龙苑北里,272.0,34175.0
紫金新干线四期 中高层两居室 有商业 近地铁,84.5,紫金新干线,325.0,38461.0
新上霍营小区三居室 南北通透 中间楼层,68.15,霍营住宅小区,279.0,40939.0
新上 旗胜家园东南一居室 中间位置 中间楼层 诚意出售 !,62.84,旗胜家园,315.0,50127.0
新上 瑞旗家园 南北通透两居室 仅契税,88.5,旗胜家园,352.0,39774.0
旗胜家园 89平2居 南北向精装修 安静不临街,89.0,旗胜家园,320.0,35955.0
"8和13号线霍营站,2009年电梯板楼,三面采光,成本低",90.5,旗胜家园,450.0,49723.0
紫金一区 边户两居室 明厨明卫 挨着地铁18号线,89.32,紫金新干线,370.0,41424.0
新上 西三旗 旗胜家园 全南两居室 商品房 靠谱签约,88.24,旗胜家园,285.0,32298.0
"天鑫家园,03年,一居,地铁,商品房,公园房",44.87,天鑫家园二期,199.8,44528.0
霍营·华龙苑 南北通透 满五,105.28,华龙苑南里,269.0,25550.0
霍营·天鑫家园·2室·1厅,83.84,天鑫家园二期,252.0,30057.0
紫金新干线 162.03平4居 南北向精装修 方便看房,162.03,紫金新干线,880.0,54310.0
新上 西三旗·瑞旗家园·南北通透两居室 精装修 看房便利!,89.04,旗胜家园,350.0,39308.0
精装修交付 回龙观高端改善盘 核心C位 三轨交汇 配套完善,146.0,紫金书院,929.0,63630.0
TBD云集中心、电梯次新小区、民水民电、原户型是两居室可恢复,83.91,TBD云集中心,329.0,39208.0
新上 瑞旗家园南区 视野采光嘎嘎好 看房随时,89.43,旗胜家园,330.0,36900.0
昌平西三旗 新康园三期 南北3室2厅低层,167.31,新康园,545.0,32574.0
霍营双地铁 旗胜家园南北通透两居室中间楼层 商品房,90.01,旗胜家园,343.0,38106.0
霍营小区 70平 144万 司法房产 霍营,70.2,霍营小区,179.0,25498.0
"1万可办理二手房一切买卖流程无其他费用,安全可靠,资金监管",73.98,新康园,319.0,43119.0
西三旗·瑞旗家园·2室·1厅,88.98,旗胜家园,335.0,37648.0
北五环外昌平霍营 紫金书院! 靓妆交房 人大fu中,110.11,紫金书院,680.0,61756.0
新康园 101平 343万 司法房产 回龙观,101.39,新康园,343.0,33829.0
霍营·华龙苑南里·2室·1厅,75.05,华龙苑南里,220.0,29313.0
西三旗·瑞旗家园·3室·1厅,88.46,旗胜家园,320.0,36174.0
我有额外折扣)回龙观 地铁旁 精装科技洋房 随时看房,111.0,紫金书院,630.0,56756.0
西三旗·瑞旗家园·3室·1厅,88.46,旗胜家园,320.0,36174.0
"地铁13号霍营8号线回龙观,精装准现房,6层板楼洋房,教育尤",146.0,紫金书院,899.0,61575.0
大区优选好房 电梯三居室西三旗 瑞旗家园 仅契税 随时看房,89.65,旗胜家园,355.0,39598.0
D14 -3单元-201,142.89,紫金书院,929.97,65082.0
霍营·旺龙花园·2室·1厅,106.53,旺龙花园,318.0,29850.0
华龙苑北里 电梯房 中间层 不临街安静舒适,90.86,华龙苑北里,368.0,40501.0
新康园南北通透三居 满五 167平仅545万,167.31,新康园,545.0,32574.0
霍营·华龙苑中里·2室·1厅,55.38,华龙苑中里,220.0,39725.0
霍营·华龙苑 南北通透 满五,105.28,华龙苑南里,269.0,25550.0
我有额外折扣)回龙观 地铁旁 精装科技洋房 随时看房,146.0,紫金书院,920.0,63013.0
昌平 华龙苑南里 3室1厅,70.21,华龙苑南里,320.0,45578.0
昌平 旗胜家园 2室2厅,89.2,旗胜家园,358.0,40135.0
西三旗8号线霍营地铁站旁 旗胜家园 3室1厅 满五**,90.5,旗胜家园,430.0,47514.0
华龙苑中里2室1厅1卫南北朝向248.00万元/套出售,60.72,华龙苑中里,248.0,40843.0
新上 瑞旗家园南区 东南两居室 仅契税 采光视野无遮挡,83.19,旗胜家园,315.0,37865.0
海淀西三旗·瑞旗家园·新上东南两居室 中间楼层 位置好,82.86,旗胜家园,360.0,43446.0
霍营·华龙苑中里·2室·1厅,56.36,华龙苑中里,219.0,38857.0
霍营·华龙苑南里·2室·1厅,75.05,华龙苑南里,202.0,26915.0
霍营紫金新干线二区南北2室,87.99,紫金新干线,550.0,62507.0
霍营·华龙苑北里·2室·1厅,79.59,华龙苑北里,272.0,34175.0
"电梯三居,采光视野好,南北通透,落地窗,全明东户",129.83,紫金新干线,605.0,46600.0
霍营·华龙苑中里·2室·1厅公房不满二年,55.68,华龙苑中里,208.0,37356.0
新康园 2室1厅 北,88.74,新康园,319.0,35948.0
紫金新干线四区 3室2厅 东 南 西,123.16,紫金新干线,425.0,34508.0
霍营华龙苑南里3室1厅,102.64,华龙苑南里,410.0,39945.0
紫金新干线 2室1厅 南 北,89.24,紫金新干线,399.0,44711.0
紫金新干线二期 2室1厅 南 北,92.9,紫金新干线,575.0,61895.0
霍营小区 2室1厅 南 北,56.56,霍营住宅小区,258.0,45616.0
"华龙苑南里。楼层好,采光好,商品房满五唯一",85.4,华龙苑南里,320.0,37471.0
霍营·华龙苑南里·2室·1厅,75.05,华龙苑南里,220.0,29314.0
华龙苑北里特色大弧形阳台 采光好 居住舒适,87.11,华龙苑北里,430.0,49363.0
西三旗·新康园 1居 中间楼层 近地铁 13号线 8号线,67.2,新康园,259.0,38542.0
西三旗新康园电梯平层大三居 靠谱出售 满五唯一商品房,150.19,新康园,615.0,40949.0
霍营紫金新干线二区南北2室,87.99,紫金新干线,550.0,62507.0
霍营小区 2室1厅 南 北,56.56,霍营住宅小区,258.0,45616.0
霍营·紫金新干线·2室·1厅 得房率高 近地铁 近公园,82.31,紫金新干线,485.0,58924.0
紫金新干线四区 3室2厅 东 南 西,123.16,紫金新干线,425.0,34508.0
新康园 2室1厅 北,88.74,新康园,319.0,35948.0
紫金新干线二期 2室1厅 南 北,92.9,紫金新干线,575.0,61895.0
"地铁550米,电梯中层,采光视野好,2016年社区",84.5,紫金新干线,325.0,38462.0
霍营·华龙苑北里·2室·1厅,79.59,华龙苑北里,272.0,34175.0
华龙苑南里 2室1厅 东 北,75.05,华龙苑南里,202.0,26916.0
农垦学院家属楼近地铁低楼层南北通透的两居室,59.08,农垦学院家属楼,210.0,35546.0
西三旗 · 新康园 · 3室 · 1厅,92.4,新康园,450.0,48701.0
紫金新干线 2室2厅 南 北,96.49,紫金新干线,399.0,41352.0
霍营小区 2室1厅 南 北,60.27,霍营住宅小区,245.0,40651.0
华龙苑南里 3室1厅 南 北,85.7,华龙苑南里,270.0,31506.0
南北通透 紫金新干线 两居室 近地铁 电梯房 采光好,93.48,紫金新干线,525.0,56162.0
"五环豪华装修,8和13号线,网红楼盘,中间层",123.39,新康园,539.0,43683.0
紫金新干线 1室0厅 南,46.61,紫金新干线,269.0,57713.0
紫金新干线 4室1厅 南 北,150.79,紫金新干线,820.0,54381.0
天鑫家园 1室1厅 北,41.19,天鑫家园一期,210.0,50984.0
"商品房,满五年,近地铁,位置不临街不把边",83.84,天鑫家园一期,252.0,30058.0
霍营·华龙苑南里·2室·1厅,71.99,华龙苑南里,306.0,42506.0
紫金新干线四期 · 2室1厅 · 次新房 · 距离地铁近,71.12,紫金新干线,357.0,50197.0
霍营·紫金新干线二区·3室·2厅 次新房 得房率高 诚意出售,133.3,紫金新干线,720.0,54014.0
新干线家园一区 全南向开间 采光视野佳 近地铁,46.57,紫金新干线,315.0,67640.0
天鑫家园 1室1厅 北,41.19,天鑫家园一期,178.0,43215.0
王府街18号院 3室1厅 南 北,120.54,王府街18号院,199.0,16510.0
地铁13号A 霍营 紫金新干线四期 两居室 大客厅 次新房,74.99,紫金新干线,345.0,46006.0
"新康园电梯两居,西南朝向,诚心出售",101.82,新康园,465.0,45669.0
蓝天园 2室1厅 南 西 北,78.38,蓝天园,350.0,44655.0
紫金新干线二期 15年小区 全南两居 不临街,81.75,紫金新干线,490.0,59939.0
南北通透双阳台2室2卫带阳台 客厅主卧朝南洋房社区,97.48,华龙苑北里,429.0,44010.0
华龙苑南里 2室1厅 南 北,71.28,华龙苑南里,202.0,28339.0
紫金南北两居室 装修非常好 中高层采光好,89.43,紫金新干线,499.0,55798.0
回龙观 霍营 紫金二期 精装修 四居 满五唯一,162.03,紫金新干线,880.0,54311.0
"新康园满五年唯一,高楼层,采光好,带电梯",87.38,新康园,378.0,43260.0
紫金新干线 电梯中楼层 南北通透 不临街不把边,106.34,紫金新干线,529.0,49747.0
新康园 1室1厅 东南,73.72,新康园,299.0,40559.0
霍营·华龙苑南里·2室·1厅,71.28,华龙苑南里,310.0,43490.0
华龙苑北里 2室2厅 南 北,95.92,华龙苑北里,385.0,40138.0
蓝天园 2室1厅 南 北,63.56,蓝天园,246.0,38704.0
新康园 3室1厅 东南 北,116.01,新康园,465.0,40083.0
霍营 · 华龙苑南里 · 3室 · 1厅,105.28,华龙苑南里,390.0,37044.0
新康园 2室1厅 西南,101.39,新康园,446.0,43989.0
近地铁 小区中间位置 南北两居,63.56,蓝天园,220.0,34613.0
霍营·华龙苑南里·1室·1厅,53.25,华龙苑南里,235.0,44131.0
霍营·华龙苑南里·2室·1厅,71.28,华龙苑南里,299.0,41947.0
西三旗·新康园·2室·1厅,88.74,新康园,319.0,35948.0
黄平路8号院 2室1厅 南 北,68.57,黄平路8号院,270.0,39376.0
华龙苑南里 3室1厅 南 北,102.53,华龙苑南里,415.0,40476.0
紫金新干线二期 高层 眼镜户型大三居,135.56,紫金新干线,850.0,62703.0
霍营小区三居室 南北通透 采光好 业主诚意售,69.23,霍营住宅小区,355.0,51278.0
霍营·霍营小区·2室·1厅南北通透,59.6,霍营住宅小区,218.0,36577.0
黄平路8号院 近地铁 配套齐全 满五唯一,57.72,黄平路8号院,255.0,44179.0
"紫金新干线,全南向,电梯两居室,诚意出售,看房方便",82.31,紫金新干线,332.0,40335.0
沙河·龙樾华府·3室·2厅,219.63,北京城建龙樾华府,1280.0,58280.0
"新康园小三居,满五唯一,自住,靠谱卖",91.19,新康园,370.0,40575.0
霍营·华龙苑南里·2室·1厅,71.28,华龙苑南里,310.0,43490.0
首付90万-华龙苑小区-全明格局三居室-只有契税,75.76,华龙苑中里,300.0,39599.0
"新干线精装修电梯大两居,近地铁",98.91,紫金新干线,478.0,48327.0
华龙苑中里+2居室+近地铁(8号线和13号线),59.55,华龙苑中里,224.0,37616.0
霍营·华龙苑南里·2室·1厅,76.0,华龙苑南里,269.0,35395.0
华龙苑北里 2室1厅 南 北,89.95,华龙苑北里,360.0,40023.0
霍营·紫金新干线二区·3室·2厅 次新房 得房率高 诚意出售,133.3,紫金新干线,720.0,54014.0
紫金新干线四区,70.53,紫金新干线,275.0,38991.0
"霍营·华龙苑北里·4室·,上下两层,一个房本,两户",164.73,华龙苑北里,598.0,36302.0
华龙苑南里 3室1厅 南 北,102.64,华龙苑南里,410.0,39946.0
天鑫家园 2室1厅 东南,78.48,天鑫家园一期,248.0,31601.0
新康园 3室1厅 东南 北,116.01,新康园,465.0,40083.0
"电梯次顶层,精装两居,一梯两户",89.89,紫金新干线,462.0,51397.0
华龙苑中里 2室1厅 南 北,58.87,华龙苑中里,198.0,33634.0
霍营·慧龙居·3室·1厅南北通透,119.87,慧龙居,298.0,24860.0
紫金新干线四区 2室1厅 东 西,70.53,紫金新干线,229.0,32469.0
紫金新干线一区 两卧朝南户型 视野采光好,88.58,紫金新干线,520.0,58704.0
华龙苑北里 7室1厅 南 北,211.62,华龙苑北里,748.0,35347.0
"东临碣石,以观仓海 视野开阔 采光好 满五唯一",91.19,新康园,436.0,47813.0
新康园 1室1厅 北,67.2,新康园,270.0,40179.0
地铁13号A 霍营 紫金新干线四期 两居室 大客厅 次新房,74.99,紫金新干线,345.0,46006.0
新康园电梯房 主力户型 落地窗 靠谱卖 一居室,73.6,新康园,305.0,41441.0
霍营·紫金新干线二区·2室·1厅,91.45,紫金新干线,430.0,47020.0
新康园 3室2厅 西南,167.06,新康园,680.0,40704.0
华龙苑北里 电梯房 中间层 南北通透3居,119.03,华龙苑北里,480.0,40326.0
霍营 · 华龙苑南里 · 一居室 · 南北通透·采光好 ·,50.3,华龙苑南里,200.0,39761.0
"霍营·华龙苑南里·2室·1厅,有钥匙随时看房",75.05,华龙苑南里,186.0,24783.0
"2016年,新干线二期电梯两居",82.34,紫金新干线,430.0,52223.0
霍营·霍营小区·2室·1厅满五唯一,60.27,霍营住宅小区,198.0,32852.0
霍营 · 华龙苑南里 · 3室 · 1厅,105.28,华龙苑南里,390.0,37044.0
"新康园南向房,满五年唯一,带电梯采光好",74.12,新康园,350.0,47221.0
新上~大三居 | 电梯中高层 | 视野无遮挡,172.53,新康园,730.0,42311.0
华龙苑南里 3室1厅 南 北,77.08,华龙苑南里,265.0,34380.0
"商品房,满五年,近地铁,位置不临街不把边",83.84,天鑫家园一期,252.0,30058.0
新康园 1室1厅 北,67.2,新康园,275.0,40923.0
沙河·龙樾华府·5室·2厅,251.14,北京城建龙樾华府,1699.0,67652.0
"新康园电梯二居室,高楼层,采光好,视野好",87.37,新康园,330.0,37771.0
西三旗 · 新康园 · 3室 · 2厅,180.65,新康园,658.0,36424.0
紫金新干线 3室1厅 南 北,127.54,紫金新干线,711.0,55748.0
霍营·紫金新干线·3室·2厅 精装修 中高层 拎包入住,133.22,紫金新干线,716.0,53746.0
霍营·华龙苑中里·3室·1厅,67.73,华龙苑中里,222.9,32907.0
紫金新干线 2室1厅 南 北,89.49,紫金新干线,375.0,41905.0
霍营·霍营小区·2室·1厅南北通透,59.6,霍营住宅小区,218.0,36577.0
